Community,Category,Event Count,Year,Month
ABBEYDALE,Disorder,25,2021,8
ABBEYDALE,Disorder,36,2021,9
ABBEYDALE,Disorder,33,2021,10
ABBEYDALE,Disorder,25,2021,11
ABBEYDALE,Disorder,22,2021,12
ABBEYDALE,Disorder,20,2022,1
ABBEYDALE,Disorder,17,2022,2
ABBEYDALE,Disorder,23,2022,3
ABBEYDALE,Disorder,26,2022,4
ABBEYDALE,Disorder,29,2022,5
ABBEYDALE,Disorder,44,2022,6
ABBEYDALE,Disorder,22,2022,7
ABBEYDALE,Disorder,40,2022,8
ABBEYDALE,Disorder,15,2022,9
ABBEYDALE,Disorder,19,2022,10
ABBEYDALE,Disorder,14,2022,11
ABBEYDALE,Disorder,20,2022,12
ABBEYDALE,Disorder,24,2023,1
ABBEYDALE,Disorder,14,2023,2
ABBEYDALE,Disorder,19,2023,3
ABBEYDALE,Disorder,20,2023,4
ABBEYDALE,Disorder,35,2023,5
ABBEYDALE,Disorder,33,2023,6
ABBEYDALE,Disorder,31,2023,7
ABBEYDALE,Disorder,30,2023,8
ABBEYDALE,Disorder,28,2023,9
ABBEYDALE,Disorder,29,2023,10
ABBEYDALE,Disorder,22,2023,11
ABBEYDALE,Disorder,23,2023,12
ABBEYDALE,Disorder,20,2024,1
ABBEYDALE,Disorder,20,2024,2
ABBEYDALE,Disorder,17,2024,3
ABBEYDALE,Disorder,17,2024,4
ABBEYDALE,Disorder,27,2024,5
ACADIA,Disorder,95,2018,1
ACADIA,Disorder,77,2018,2
ACADIA,Disorder,75,2018,3
ACADIA,Disorder,96,2018,4
ACADIA,Disorder,101,2018,5
ACADIA,Disorder,91,2018,6
ACADIA,Disorder,96,2018,7
ACADIA,Disorder,105,2018,8
ACADIA,Disorder,62,2018,9
ACADIA,Disorder,83,2018,10
ACADIA,Disorder,80,2018,11
ACADIA,Disorder,97,2018,12
ACADIA,Disorder,128,2019,1
ACADIA,Disorder,87,2019,2
ACADIA,Disorder,119,2019,3
ACADIA,Disorder,78,2019,4
ACADIA,Disorder,77,2019,5
ACADIA,Disorder,90,2019,6
ACADIA,Disorder,130,2019,7
ACADIA,Disorder,98,2019,8
ACADIA,Disorder,92,2019,9
ACADIA,Disorder,87,2019,10
ACADIA,Disorder,116,2019,11
ACADIA,Disorder,115,2019,12
ACADIA,Disorder,109,2020,1
ACADIA,Disorder,126,2020,2
ACADIA,Disorder,99,2020,3
ACADIA,Disorder,110,2020,4
ACADIA,Disorder,116,2020,5
ACADIA,Disorder,82,2020,6
ACADIA,Disorder,94,2020,7
ACADIA,Disorder,90,2020,8
ACADIA,Disorder,80,2020,9
ACADIA,Disorder,72,2020,10
ACADIA,Disorder,65,2020,11
ACADIA,Disorder,62,2020,12
ACADIA,Disorder,61,2021,1
ACADIA,Disorder,45,2021,2
ACADIA,Disorder,70,2021,3
ACADIA,Disorder,95,2021,4
ACADIA,Disorder,81,2021,5
ACADIA,Disorder,89,2021,6
ACADIA,Disorder,101,2021,7
ACADIA,Disorder,66,2021,8
ACADIA,Disorder,78,2021,9
ACADIA,Disorder,61,2021,10
ACADIA,Disorder,73,2021,11
ACADIA,Disorder,74,2021,12
ACADIA,Disorder,70,2022,1
ACADIA,Disorder,79,2022,2
ACADIA,Disorder,62,2022,3
ACADIA,Disorder,81,2022,4
ACADIA,Disorder,87,2022,5
ACADIA,Disorder,81,2022,6
ACADIA,Disorder,76,2022,7
ACADIA,Disorder,80,2022,8
ACADIA,Disorder,84,2022,9
ACADIA,Disorder,71,2022,10
ACADIA,Disorder,77,2022,11
ACADIA,Disorder,83,2022,12
ACADIA,Disorder,82,2023,1
ACADIA,Disorder,74,2023,2
ACADIA,Disorder,87,2023,3
ACADIA,Disorder,98,2023,4
ACADIA,Disorder,78,2023,5
ACADIA,Disorder,89,2023,6
ACADIA,Disorder,60,2023,7
ACADIA,Disorder,71,2023,8
ACADIA,Disorder,94,2023,9
ACADIA,Disorder,71,2023,10
ACADIA,Disorder,59,2023,11
ACADIA,Disorder,63,2023,12
ACADIA,Disorder,57,2024,1
ACADIA,Disorder,59,2024,2
ACADIA,Disorder,55,2024,3
ACADIA,Disorder,56,2024,4
ACADIA,Disorder,56,2024,5
ALBERT PARK/RADISSON HEIGHTS,Disorder,102,2018,1
ALBERT PARK/RADISSON HEIGHTS,Disorder,61,2018,2
ALBERT PARK/RADISSON HEIGHTS,Disorder,94,2018,3
ALBERT PARK/RADISSON HEIGHTS,Disorder,106,2018,4
ALBERT PARK/RADISSON HEIGHTS,Disorder,143,2018,5
ALBERT PARK/RADISSON HEIGHTS,Disorder,123,2018,6
ALBERT PARK/RADISSON HEIGHTS,Disorder,126,2018,7
ALBERT PARK/RADISSON HEIGHTS,Disorder,109,2018,8
ALBERT PARK/RADISSON HEIGHTS,Disorder,104,2018,9
ALBERT PARK/RADISSON HEIGHTS,Disorder,129,2018,10
ALBERT PARK/RADISSON HEIGHTS,Disorder,82,2018,11
ALBERT PARK/RADISSON HEIGHTS,Disorder,106,2018,12
ALBERT PARK/RADISSON HEIGHTS,Disorder,111,2019,1
ALBERT PARK/RADISSON HEIGHTS,Disorder,80,2019,2
ALBERT PARK/RADISSON HEIGHTS,Disorder,113,2019,3
ALBERT PARK/RADISSON HEIGHTS,Disorder,117,2019,4
ALBERT PARK/RADISSON HEIGHTS,Disorder,132,2019,5
ALBERT PARK/RADISSON HEIGHTS,Disorder,134,2019,6
ALBERT PARK/RADISSON HEIGHTS,Disorder,148,2019,7
ALBERT PARK/RADISSON HEIGHTS,Disorder,158,2019,8
ALBERT PARK/RADISSON HEIGHTS,Disorder,119,2019,9
ALBERT PARK/RADISSON HEIGHTS,Disorder,97,2019,10
ALBERT PARK/RADISSON HEIGHTS,Disorder,69,2019,11
ALBERT PARK/RADISSON HEIGHTS,Disorder,76,2019,12
ALBERT PARK/RADISSON HEIGHTS,Disorder,82,2020,1
ALBERT PARK/RADISSON HEIGHTS,Disorder,108,2020,2
ALBERT PARK/RADISSON HEIGHTS,Disorder,119,2020,3
ALBERT PARK/RADISSON HEIGHTS,Disorder,95,2020,4
ALBERT PARK/RADISSON HEIGHTS,Disorder,131,2020,5
ALBERT PARK/RADISSON HEIGHTS,Disorder,143,2020,6
ALBERT PARK/RADISSON HEIGHTS,Disorder,139,2020,7
ALBERT PARK/RADISSON HEIGHTS,Disorder,133,2020,8
ALBERT PARK/RADISSON HEIGHTS,Disorder,114,2020,9
ALBERT PARK/RADISSON HEIGHTS,Disorder,124,2020,10
ALBERT PARK/RADISSON HEIGHTS,Disorder,141,2020,11
ALBERT PARK/RADISSON HEIGHTS,Disorder,140,2020,12
ALBERT PARK/RADISSON HEIGHTS,Disorder,96,2021,1
ALBERT PARK/RADISSON HEIGHTS,Disorder,67,2021,2
ALBERT PARK/RADISSON HEIGHTS,Disorder,98,2021,3
ALBERT PARK/RADISSON HEIGHTS,Disorder,143,2021,4
ALBERT PARK/RADISSON HEIGHTS,Disorder,146,2021,5
ALBERT PARK/RADISSON HEIGHTS,Disorder,168,2021,6
ALBERT PARK/RADISSON HEIGHTS,Disorder,172,2021,7
ALBERT PARK/RADISSON HEIGHTS,Disorder,126,2021,8
ALBERT PARK/RADISSON HEIGHTS,Disorder,157,2021,9
ALBERT PARK/RADISSON HEIGHTS,Disorder,130,2021,10
ALBERT PARK/RADISSON HEIGHTS,Disorder,115,2021,11
ALBERT PARK/RADISSON HEIGHTS,Disorder,109,2021,12
ALBERT PARK/RADISSON HEIGHTS,Disorder,82,2022,1
ALBERT PARK/RADISSON HEIGHTS,Disorder,96,2022,2
ALBERT PARK/RADISSON HEIGHTS,Disorder,100,2022,3
ALBERT PARK/RADISSON HEIGHTS,Disorder,88,2022,4
ALBERT PARK/RADISSON HEIGHTS,Disorder,124,2022,5
ALBERT PARK/RADISSON HEIGHTS,Disorder,103,2022,6
ALBERT PARK/RADISSON HEIGHTS,Disorder,128,2022,7
ALBERT PARK/RADISSON HEIGHTS,Disorder,128,2022,8
ALBERT PARK/RADISSON HEIGHTS,Disorder,105,2022,9
ALBERT PARK/RADISSON HEIGHTS,Disorder,98,2022,10
ALBERT PARK/RADISSON HEIGHTS,Disorder,59,2022,11
ALBERT PARK/RADISSON HEIGHTS,Disorder,79,2022,12
ALBERT PARK/RADISSON HEIGHTS,Disorder,105,2023,1
ALBERT PARK/RADISSON HEIGHTS,Disorder,85,2023,2
ALBERT PARK/RADISSON HEIGHTS,Disorder,91,2023,3
ALBERT PARK/RADISSON HEIGHTS,Disorder,112,2023,4
ALBERT PARK/RADISSON HEIGHTS,Disorder,132,2023,5
ALBERT PARK/RADISSON HEIGHTS,Disorder,113,2023,6
ALBERT PARK/RADISSON HEIGHTS,Disorder,121,2023,7
ALBERT PARK/RADISSON HEIGHTS,Disorder,123,2023,8
ALBERT PARK/RADISSON HEIGHTS,Disorder,70,2023,9
ALBERT PARK/RADISSON HEIGHTS,Disorder,98,2023,10
ALBERT PARK/RADISSON HEIGHTS,Disorder,80,2023,11
ALBERT PARK/RADISSON HEIGHTS,Disorder,69,2023,12
ALBERT PARK/RADISSON HEIGHTS,Disorder,65,2024,1
ALBERT PARK/RADISSON HEIGHTS,Disorder,72,2024,2
ALBERT PARK/RADISSON HEIGHTS,Disorder,69,2024,3
ALBERT PARK/RADISSON HEIGHTS,Disorder,65,2024,4
ALBERT PARK/RADISSON HEIGHTS,Disorder,87,2024,5
ALPINE PARK,Disorder,1,2018,3
ALPINE PARK,Disorder,1,2018,6
ALPINE PARK,Disorder,1,2018,7
ALPINE PARK,Disorder,1,2018,10
ALPINE PARK,Disorder,1,2019,1
ALPINE PARK,Disorder,1,2019,11
ALPINE PARK,Disorder,1,2020,12
ALPINE PARK,Disorder,1,2021,1
ALPINE PARK,Disorder,1,2021,3
ALPINE PARK,Disorder,1,2021,11
ALPINE PARK,Disorder,1,2021,12
ALPINE PARK,Disorder,1,2022,1
ALPINE PARK,Disorder,1,2022,2
ALPINE PARK,Disorder,1,2022,5
ALPINE PARK,Disorder,1,2022,7
ALPINE PARK,Disorder,1,2022,9
ALPINE PARK,Disorder,1,2022,10
ALPINE PARK,Disorder,3,2023,2
ALPINE PARK,Disorder,2,2023,3
ALPINE PARK,Disorder,1,2023,4
ALPINE PARK,Disorder,2,2023,5
ALPINE PARK,Disorder,1,2023,7
ALPINE PARK,Disorder,2,2023,9
ALPINE PARK,Disorder,3,2023,10
ALPINE PARK,Disorder,1,2023,11
ALPINE PARK,Disorder,1,2023,12
ALPINE PARK,Disorder,5,2024,1
ALPINE PARK,Disorder,2,2024,2
ALPINE PARK,Disorder,2,2024,3
ALPINE PARK,Disorder,4,2024,4
ALTADORE,Disorder,21,2018,1
ALTADORE,Disorder,10,2018,2
ALTADORE,Disorder,15,2018,3
ALTADORE,Disorder,19,2018,4
ALTADORE,Disorder,25,2018,5
ALTADORE,Disorder,21,2018,6
ALTADORE,Disorder,29,2018,7
ALTADORE,Disorder,19,2018,8
ALTADORE,Disorder,16,2018,9
ALTADORE,Disorder,25,2018,10
ALTADORE,Disorder,23,2018,11
ALTADORE,Disorder,13,2018,12
ALTADORE,Disorder,18,2019,1
ALTADORE,Disorder,12,2019,2
ALTADORE,Disorder,23,2019,3
ALTADORE,Disorder,12,2019,4
ALTADORE,Disorder,21,2019,5
ALTADORE,Disorder,26,2019,6
ALTADORE,Disorder,17,2019,7
ALTADORE,Disorder,18,2019,8
ALTADORE,Disorder,17,2019,9
ALTADORE,Disorder,15,2019,10
ALTADORE,Disorder,30,2019,11
ALTADORE,Disorder,25,2019,12
ALTADORE,Disorder,22,2020,1
ALTADORE,Disorder,11,2020,2
ALTADORE,Disorder,18,2020,3
ALTADORE,Disorder,24,2020,4
ALTADORE,Disorder,22,2020,5
ALTADORE,Disorder,32,2020,6
ALTADORE,Disorder,36,2020,7
ALTADORE,Disorder,37,2020,8
ALTADORE,Disorder,41,2020,9
ALTADORE,Disorder,25,2020,10
ALTADORE,Disorder,24,2020,11
ALTADORE,Disorder,15,2020,12
ALTADORE,Disorder,21,2021,1
ALTADORE,Disorder,14,2021,2
ALTADORE,Disorder,24,2021,3
ALTADORE,Disorder,18,2021,4
ALTADORE,Disorder,35,2021,5
ALTADORE,Disorder,26,2021,6
ALTADORE,Disorder,19,2021,7
ALTADORE,Disorder,33,2021,8
ALTADORE,Disorder,31,2021,9
ALTADORE,Disorder,12,2021,10
ALTADORE,Disorder,17,2021,11
ALTADORE,Disorder,11,2021,12
ALTADORE,Disorder,29,2022,1
ALTADORE,Disorder,12,2022,2
ALTADORE,Disorder,22,2022,3
ALTADORE,Disorder,12,2022,4
ALTADORE,Disorder,15,2022,5
ALTADORE,Disorder,15,2022,6
ALTADORE,Disorder,22,2022,7
ALTADORE,Disorder,21,2022,8
ALTADORE,Disorder,12,2022,9
ALTADORE,Disorder,11,2022,10
ALTADORE,Disorder,9,2022,11
ALTADORE,Disorder,5,2022,12
ALTADORE,Disorder,12,2023,1
ALTADORE,Disorder,11,2023,2
ALTADORE,Disorder,12,2023,3
ALTADORE,Disorder,14,2023,4
ALTADORE,Disorder,19,2023,5
ALTADORE,Disorder,25,2023,6
ALTADORE,Disorder,16,2023,7
ALTADORE,Disorder,24,2023,8
ALTADORE,Disorder,30,2023,9
ALTADORE,Disorder,13,2023,10
ALTADORE,Disorder,11,2023,11
ALTADORE,Disorder,9,2023,12
ALTADORE,Disorder,12,2024,1
ALTADORE,Disorder,6,2024,2
ALTADORE,Disorder,10,2024,3
ALTADORE,Disorder,7,2024,4
ALTADORE,Disorder,12,2024,5
ALYTH/BONNYBROOK,Disorder,8,2018,1
ALYTH/BONNYBROOK,Disorder,4,2018,2
ALYTH/BONNYBROOK,Disorder,10,2018,3
ALYTH/BONNYBROOK,Disorder,7,2018,4
ALYTH/BONNYBROOK,Disorder,13,2018,5
ALYTH/BONNYBROOK,Disorder,12,2018,6
ALYTH/BONNYBROOK,Disorder,17,2018,7
ALYTH/BONNYBROOK,Disorder,10,2018,8
ALYTH/BONNYBROOK,Disorder,17,2018,9
ALYTH/BONNYBROOK,Disorder,13,2018,10
ALYTH/BONNYBROOK,Disorder,12,2018,11
ALYTH/BONNYBROOK,Disorder,10,2018,12
ALYTH/BONNYBROOK,Disorder,10,2019,1
ALYTH/BONNYBROOK,Disorder,8,2019,2
ALYTH/BONNYBROOK,Disorder,11,2019,3
ALYTH/BONNYBROOK,Disorder,14,2019,4
ALYTH/BONNYBROOK,Disorder,16,2019,5
ALYTH/BONNYBROOK,Disorder,8,2019,6
ALYTH/BONNYBROOK,Disorder,7,2019,7
ALYTH/BONNYBROOK,Disorder,13,2019,8
ALYTH/BONNYBROOK,Disorder,16,2019,9
ALYTH/BONNYBROOK,Disorder,10,2019,10
ALYTH/BONNYBROOK,Disorder,14,2019,11
ALYTH/BONNYBROOK,Disorder,13,2019,12
ALYTH/BONNYBROOK,Disorder,18,2020,1
ALYTH/BONNYBROOK,Disorder,6,2020,2
ALYTH/BONNYBROOK,Disorder,11,2020,3
ALYTH/BONNYBROOK,Disorder,8,2020,4
ALYTH/BONNYBROOK,Disorder,11,2020,5
ALYTH/BONNYBROOK,Disorder,10,2020,6
ALYTH/BONNYBROOK,Disorder,13,2020,7
ALYTH/BONNYBROOK,Disorder,12,2020,8
ALYTH/BONNYBROOK,Disorder,7,2020,9
ALYTH/BONNYBROOK,Disorder,9,2020,10
ALYTH/BONNYBROOK,Disorder,6,2020,11
ALYTH/BONNYBROOK,Disorder,6,2020,12
ALYTH/BONNYBROOK,Disorder,13,2021,1
ALYTH/BONNYBROOK,Disorder,5,2021,2
ALYTH/BONNYBROOK,Disorder,5,2021,3
ALYTH/BONNYBROOK,Disorder,5,2021,4
ALYTH/BONNYBROOK,Disorder,10,2021,5
ALYTH/BONNYBROOK,Disorder,4,2021,6
ALYTH/BONNYBROOK,Disorder,2,2021,7
ALYTH/BONNYBROOK,Disorder,9,2021,8
ALYTH/BONNYBROOK,Disorder,6,2021,9
ALYTH/BONNYBROOK,Disorder,9,2021,10
ALYTH/BONNYBROOK,Disorder,5,2021,11
ALYTH/BONNYBROOK,Disorder,7,2021,12
ALYTH/BONNYBROOK,Disorder,5,2022,1
ALYTH/BONNYBROOK,Disorder,11,2022,2
ALYTH/BONNYBROOK,Disorder,5,2022,3
ALYTH/BONNYBROOK,Disorder,9,2022,4
ALYTH/BONNYBROOK,Disorder,14,2022,5
ALYTH/BONNYBROOK,Disorder,10,2022,6
ALYTH/BONNYBROOK,Disorder,9,2022,7
ALYTH/BONNYBROOK,Disorder,8,2022,8
ALYTH/BONNYBROOK,Disorder,16,2022,9
ALYTH/BONNYBROOK,Disorder,7,2022,10
ALYTH/BONNYBROOK,Disorder,4,2022,11
ALYTH/BONNYBROOK,Disorder,3,2022,12
ALYTH/BONNYBROOK,Disorder,5,2023,1
ALYTH/BONNYBROOK,Disorder,3,2023,2
ALYTH/BONNYBROOK,Disorder,7,2023,3
ALYTH/BONNYBROOK,Disorder,11,2023,4
ALYTH/BONNYBROOK,Disorder,15,2023,5
ALYTH/BONNYBROOK,Disorder,12,2023,6
ALYTH/BONNYBROOK,Disorder,13,2023,7
ALYTH/BONNYBROOK,Disorder,14,2023,8
ALYTH/BONNYBROOK,Disorder,6,2023,9
ALYTH/BONNYBROOK,Disorder,9,2023,10
ALYTH/BONNYBROOK,Disorder,6,2023,11
ALYTH/BONNYBROOK,Disorder,3,2023,12
ALYTH/BONNYBROOK,Disorder,3,2024,1
ALYTH/BONNYBROOK,Disorder,3,2024,2
ALYTH/BONNYBROOK,Disorder,8,2024,3
ALYTH/BONNYBROOK,Disorder,9,2024,4
ALYTH/BONNYBROOK,Disorder,7,2024,5
AMBLETON,Disorder,1,2021,11
AMBLETON,Disorder,2,2022,1
AMBLETON,Disorder,1,2022,2
AMBLETON,Disorder,1,2022,8
AMBLETON,Disorder,1,2022,9
AMBLETON,Disorder,2,2022,10
AMBLETON,Disorder,1,2023,6
AMBLETON,Disorder,3,2023,7
AMBLETON,Disorder,1,2023,8
AMBLETON,Disorder,1,2023,9
AMBLETON,Disorder,3,2023,10
AMBLETON,Disorder,1,2023,11
AMBLETON,Disorder,1,2023,12
AMBLETON,Disorder,2,2024,1
AMBLETON,Disorder,3,2024,2
AMBLETON,Disorder,3,2024,3
AMBLETON,Disorder,1,2024,4
AMBLETON,Disorder,3,2024,5
APPLEWOOD PARK,Disorder,20,2018,1
APPLEWOOD PARK,Disorder,6,2018,2
APPLEWOOD PARK,Disorder,14,2018,3
APPLEWOOD PARK,Disorder,29,2018,4
APPLEWOOD PARK,Disorder,35,2018,5
APPLEWOOD PARK,Disorder,25,2018,6
APPLEWOOD PARK,Disorder,41,2018,7
APPLEWOOD PARK,Disorder,32,2018,8
APPLEWOOD PARK,Disorder,21,2018,9
APPLEWOOD PARK,Disorder,18,2018,10
APPLEWOOD PARK,Disorder,20,2018,11
APPLEWOOD PARK,Disorder,23,2018,12
APPLEWOOD PARK,Disorder,28,2019,1
APPLEWOOD PARK,Disorder,15,2019,2
APPLEWOOD PARK,Disorder,26,2019,3
APPLEWOOD PARK,Disorder,35,2019,4
APPLEWOOD PARK,Disorder,33,2019,5
APPLEWOOD PARK,Disorder,36,2019,6
APPLEWOOD PARK,Disorder,20,2019,7
APPLEWOOD PARK,Disorder,24,2019,8
APPLEWOOD PARK,Disorder,28,2019,9
APPLEWOOD PARK,Disorder,29,2019,10
APPLEWOOD PARK,Disorder,26,2019,11
APPLEWOOD PARK,Disorder,16,2019,12
APPLEWOOD PARK,Disorder,26,2020,1
APPLEWOOD PARK,Disorder,13,2020,2
APPLEWOOD PARK,Disorder,29,2020,3
APPLEWOOD PARK,Disorder,23,2020,4
APPLEWOOD PARK,Disorder,26,2020,5
APPLEWOOD PARK,Disorder,24,2020,6
APPLEWOOD PARK,Disorder,35,2020,7
APPLEWOOD PARK,Disorder,22,2020,8
APPLEWOOD PARK,Disorder,25,2020,9
APPLEWOOD PARK,Disorder,19,2020,10
APPLEWOOD PARK,Disorder,19,2020,11
APPLEWOOD PARK,Disorder,22,2020,12
APPLEWOOD PARK,Disorder,18,2021,1
APPLEWOOD PARK,Disorder,12,2021,2
APPLEWOOD PARK,Disorder,21,2021,3
APPLEWOOD PARK,Disorder,25,2021,4
APPLEWOOD PARK,Disorder,15,2021,5
APPLEWOOD PARK,Disorder,32,2021,6
APPLEWOOD PARK,Disorder,21,2021,7
APPLEWOOD PARK,Disorder,18,2021,8
APPLEWOOD PARK,Disorder,26,2021,9
APPLEWOOD PARK,Disorder,17,2021,10
APPLEWOOD PARK,Disorder,18,2021,11
APPLEWOOD PARK,Disorder,16,2021,12
APPLEWOOD PARK,Disorder,23,2022,1
APPLEWOOD PARK,Disorder,13,2022,2
APPLEWOOD PARK,Disorder,16,2022,3
APPLEWOOD PARK,Disorder,11,2022,4
APPLEWOOD PARK,Disorder,13,2022,5
APPLEWOOD PARK,Disorder,20,2022,6
APPLEWOOD PARK,Disorder,21,2022,7
APPLEWOOD PARK,Disorder,23,2022,8
APPLEWOOD PARK,Disorder,29,2022,9
APPLEWOOD PARK,Disorder,20,2022,10
APPLEWOOD PARK,Disorder,7,2022,11
APPLEWOOD PARK,Disorder,20,2022,12
APPLEWOOD PARK,Disorder,21,2023,1
APPLEWOOD PARK,Disorder,16,2023,2
APPLEWOOD PARK,Disorder,19,2023,3
APPLEWOOD PARK,Disorder,19,2023,4
APPLEWOOD PARK,Disorder,26,2023,5
APPLEWOOD PARK,Disorder,21,2023,6
APPLEWOOD PARK,Disorder,25,2023,7
APPLEWOOD PARK,Disorder,25,2023,8
APPLEWOOD PARK,Disorder,17,2023,9
APPLEWOOD PARK,Disorder,12,2023,10
APPLEWOOD PARK,Disorder,20,2023,11
APPLEWOOD PARK,Disorder,12,2023,12
APPLEWOOD PARK,Disorder,19,2024,1
APPLEWOOD PARK,Disorder,13,2024,2
APPLEWOOD PARK,Disorder,19,2024,3
APPLEWOOD PARK,Disorder,20,2024,4
APPLEWOOD PARK,Disorder,10,2024,5
ARBOUR LAKE,Disorder,60,2018,1
ARBOUR LAKE,Disorder,45,2018,2
ARBOUR LAKE,Disorder,50,2018,3
ARBOUR LAKE,Disorder,56,2018,4
ARBOUR LAKE,Disorder,81,2018,5
ARBOUR LAKE,Disorder,66,2018,6
ARBOUR LAKE,Disorder,59,2018,7
ARBOUR LAKE,Disorder,51,2018,8
ARBOUR LAKE,Disorder,50,2018,9
ARBOUR LAKE,Disorder,53,2018,10
ARBOUR LAKE,Disorder,47,2018,11
ARBOUR LAKE,Disorder,70,2018,12
ARBOUR LAKE,Disorder,69,2019,1
ARBOUR LAKE,Disorder,34,2019,2
ARBOUR LAKE,Disorder,49,2019,3
ARBOUR LAKE,Disorder,53,2019,4
ARBOUR LAKE,Disorder,65,2019,5
ARBOUR LAKE,Disorder,44,2019,6
ARBOUR LAKE,Disorder,52,2019,7
ARBOUR LAKE,Disorder,48,2019,8
ARBOUR LAKE,Disorder,34,2019,9
ARBOUR LAKE,Disorder,47,2019,10
ARBOUR LAKE,Disorder,42,2019,11
ARBOUR LAKE,Disorder,38,2019,12
ARBOUR LAKE,Disorder,34,2020,1
ARBOUR LAKE,Disorder,43,2020,2
ARBOUR LAKE,Disorder,45,2020,3
ARBOUR LAKE,Disorder,39,2020,4
ARBOUR LAKE,Disorder,57,2020,5
ARBOUR LAKE,Disorder,55,2020,6
ARBOUR LAKE,Disorder,53,2020,7
ARBOUR LAKE,Disorder,62,2020,8
ARBOUR LAKE,Disorder,62,2020,9
ARBOUR LAKE,Disorder,64,2020,10
ARBOUR LAKE,Disorder,61,2020,11
ARBOUR LAKE,Disorder,73,2020,12
ARBOUR LAKE,Disorder,91,2021,1
ARBOUR LAKE,Disorder,93,2021,2
ARBOUR LAKE,Disorder,78,2021,3
ARBOUR LAKE,Disorder,70,2021,4
ARBOUR LAKE,Disorder,57,2021,5
ARBOUR LAKE,Disorder,41,2021,6
ARBOUR LAKE,Disorder,45,2021,7
ARBOUR LAKE,Disorder,38,2021,8
ARBOUR LAKE,Disorder,38,2021,9
ARBOUR LAKE,Disorder,50,2021,10
ARBOUR LAKE,Disorder,49,2021,11
ARBOUR LAKE,Disorder,69,2021,12
ARBOUR LAKE,Disorder,54,2022,1
ARBOUR LAKE,Disorder,53,2022,2
ARBOUR LAKE,Disorder,55,2022,3
ARBOUR LAKE,Disorder,53,2022,4
ARBOUR LAKE,Disorder,73,2022,5
ARBOUR LAKE,Disorder,78,2022,6
ARBOUR LAKE,Disorder,46,2022,7
ARBOUR LAKE,Disorder,41,2022,8
ARBOUR LAKE,Disorder,56,2022,9
ARBOUR LAKE,Disorder,53,2022,10
ARBOUR LAKE,Disorder,77,2022,11
ARBOUR LAKE,Disorder,90,2022,12
ARBOUR LAKE,Disorder,80,2023,1
ARBOUR LAKE,Disorder,88,2023,2
ARBOUR LAKE,Disorder,89,2023,3
ARBOUR LAKE,Disorder,93,2023,4
ARBOUR LAKE,Disorder,69,2023,5
ARBOUR LAKE,Disorder,46,2023,6
ARBOUR LAKE,Disorder,64,2023,7
ARBOUR LAKE,Disorder,63,2023,8
ARBOUR LAKE,Disorder,64,2023,9
ARBOUR LAKE,Disorder,39,2023,10
ARBOUR LAKE,Disorder,113,2023,11
ARBOUR LAKE,Disorder,92,2023,12
ARBOUR LAKE,Disorder,59,2024,1
ARBOUR LAKE,Disorder,49,2024,2
ARBOUR LAKE,Disorder,59,2024,3
ARBOUR LAKE,Disorder,49,2024,4
ARBOUR LAKE,Disorder,48,2024,5
ASPEN WOODS,Disorder,14,2018,1
ASPEN WOODS,Disorder,5,2018,2
ASPEN WOODS,Disorder,9,2018,3
ASPEN WOODS,Disorder,13,2018,4
ASPEN WOODS,Disorder,17,2018,5
ASPEN WOODS,Disorder,20,2018,6
ASPEN WOODS,Disorder,17,2018,7
ASPEN WOODS,Disorder,16,2018,8
ASPEN WOODS,Disorder,17,2018,9
ASPEN WOODS,Disorder,18,2018,10
ASPEN WOODS,Disorder,12,2018,11
ASPEN WOODS,Disorder,7,2018,12
ASPEN WOODS,Disorder,8,2019,1
ASPEN WOODS,Disorder,8,2019,2
ASPEN WOODS,Disorder,10,2019,3
ASPEN WOODS,Disorder,15,2019,4
ASPEN WOODS,Disorder,12,2019,5
ASPEN WOODS,Disorder,11,2019,6
ASPEN WOODS,Disorder,9,2019,7
ASPEN WOODS,Disorder,21,2019,8
ASPEN WOODS,Disorder,15,2019,9
ASPEN WOODS,Disorder,18,2019,10
ASPEN WOODS,Disorder,10,2019,11
ASPEN WOODS,Disorder,12,2019,12
ASPEN WOODS,Disorder,13,2020,1
ASPEN WOODS,Disorder,9,2020,2
ASPEN WOODS,Disorder,7,2020,3
ASPEN WOODS,Disorder,18,2020,4
ASPEN WOODS,Disorder,21,2020,5
ASPEN WOODS,Disorder,17,2020,6
ASPEN WOODS,Disorder,11,2020,7
ASPEN WOODS,Disorder,16,2020,8
ASPEN WOODS,Disorder,20,2020,9
ASPEN WOODS,Disorder,17,2020,10
ASPEN WOODS,Disorder,13,2020,11
ASPEN WOODS,Disorder,12,2020,12
ASPEN WOODS,Disorder,12,2021,1
ASPEN WOODS,Disorder,18,2021,2
ASPEN WOODS,Disorder,14,2021,3
ASPEN WOODS,Disorder,7,2021,4
ASPEN WOODS,Disorder,10,2021,5
ASPEN WOODS,Disorder,16,2021,6
ASPEN WOODS,Disorder,22,2021,7
ASPEN WOODS,Disorder,5,2021,8
ASPEN WOODS,Disorder,11,2021,9
ASPEN WOODS,Disorder,7,2021,10
ASPEN WOODS,Disorder,11,2021,11
ASPEN WOODS,Disorder,9,2021,12
ASPEN WOODS,Disorder,6,2022,1
ASPEN WOODS,Disorder,6,2022,2
ASPEN WOODS,Disorder,9,2022,3
